coefs,params,zne
"[np.float64(0.07010266731445432), np.float64(-0.2718241218521665), np.float64(0.055920740593253325), np.float64(-0.008417924418852486), np.float64(0.36236774707654684), np.float64(-0.09050755024733692), np.float64(0.16280902343618397), np.float64(-0.06180846664671616), np.float64(-0.36838093084331036), np.float64(0.36946041852639544), np.float64(-0.6977373361821431), np.float64(0.08361257357586632), np.float64(0.2688578231402163), np.float64(0.06355498230528366), np.float64(0.03233707950340602), np.float64(0.2777468464468147), np.float64(-0.027399579510275402), np.float64(-0.37533696421749674), np.float64(-0.13585544593211724), np.float64(0.37510775339581165), np.float64(-0.49224826010270745), np.float64(-0.007147160016826023), np.float64(0.1457728755784087), np.float64(0.12800463795453976), np.float64(0.2526754928441329), np.float64(0.16638804611706365), np.float64(-0.5456523907593269), np.float64(0.5503120830029264), np.float64(-0.10220737569749613), np.float64(-0.014602869758373617), np.float64(-0.08794458707817229), np.float64(-0.4641412915156458), np.float64(0.043719703336422534), np.float64(-0.11115222613712697), np.float64(0.16052203211991897), np.float64(-0.08296248015591158), np.float64(-0.14849274040424293), np.float64(-0.3099563208172035), np.float64(0.11402143091050918), np.float64(-0.045554766550624536), np.float64(0.09535234113114764), np.float64(0.009663367620803052), np.float64(0.06596585322107525), np.float64(-0.34748701389576886), np.float64(-0.5055975191381873), np.float64(0.3759140521319908), np.float64(-0.09803860047238468), np.float64(0.11614317621358403), np.float64(-0.06724235685457504), np.float64(-0.0329391927747798), np.float64(0.6998930253703504), np.float64(0.11653574602089056), np.float64(0.47053583484542216), np.float64(-0.03998189681911421), np.float64(-0.2403377204038928), np.float64(-0.157103359430162), np.float64(0.030267173640135696), np.float64(-0.2580979394822089), np.float64(-0.24213809529779284), np.float64(0.18588976052251513), np.float64(0.08653391878369858), np.float64(-0.08269244098246506), np.float64(-0.3738164769201933), np.float64(-0.07800906989379758), np.float64(0.13394533031675387), np.float64(-0.2186609012926513)]","[ 2.84933781 -3.7718199   2.84723821  1.56999897 -3.14030336 -1.5053984
 -0.02943537  1.56370974  2.57902817  2.99846751 -0.42466286  1.57042984
 -1.56999319 -1.55305439 -1.58074013  3.26764499  3.26814325  3.22297292
 -0.08185585 -1.57749061 -1.56760872  1.56660521 -1.57239139 -1.5684385
 -0.63265081 -0.29323385 -0.79284385  0.93618957  1.00683707 -3.98738394
  0.36268545  1.98655948  1.52802177  1.78508602 -2.8282509   1.03166487
  3.14535184  1.18258388 -1.7718359   1.45814493  1.60414264 -4.69708067
 -1.58083783  1.57585166 -4.72292076 -1.47344858 -4.39854753 -0.93084895]",-1.5455422840409483
"[np.float64(0.16972466794589947), np.float64(-0.14043767776165128), np.float64(0.051551650117113546), np.float64(0.23129239824373218), np.float64(-0.35398035671086286), np.float64(-0.23111907276928367), np.float64(-0.01496478963608589), np.float64(0.5318110703006163), np.float64(0.04437468137821281), np.float64(0.6738519473301128), np.float64(-0.11781075144243956), np.float64(0.41231363685198047), np.float64(-0.11871494831887038), np.float64(-0.2175714039407935), np.float64(-0.11499389728427252), np.float64(-0.1907680545779299), np.float64(-0.1317160367797881), np.float64(0.02309063289046859), np.float64(0.17861144582817948), np.float64(0.777519967427278), np.float64(0.024724688004018232), np.float64(-0.032088788670725905), np.float64(0.25554138675460997), np.float64(-0.045493038949954996), np.float64(0.040819507115627915), np.float64(0.10776425489799865), np.float64(0.03554597881386675), np.float64(0.08840000787849991), np.float64(0.1366718956783271), np.float64(0.5420757889254829), np.float64(-0.0976783349033313), np.float64(0.08266007640672819), np.float64(0.4282885228494405), np.float64(-0.3585037646514102), np.float64(0.14191865447642873), np.float64(0.2809933811119133), np.float64(0.010688142010204413), np.float64(-0.43672641231230525), np.float64(-0.01642093813581208), np.float64(-0.26042903521807814), np.float64(0.22877715235037194), np.float64(0.37258861651168484), np.float64(0.06213875385426322), np.float64(0.19826468744394996), np.float64(0.28439799596975923), np.float64(0.5393507964792212), np.float64(0.021862292240377536), np.float64(0.39114731048832563), np.float64(-0.08770724399307413), np.float64(0.23137367519888635), np.float64(0.31232548555457196), np.float64(0.26451161100409554), np.float64(-0.4889998875564088), np.float64(0.44914564445947147), np.float64(0.25927860213714415), np.float64(0.39791185589210326), np.float64(-0.15429419910932693), np.float64(-0.17200948309322964), np.float64(0.07533058332058183), np.float64(-0.11701619238684197), np.float64(-0.18351917607354346), np.float64(-0.5269363881027108), np.float64(-0.10327593028707614), np.float64(-0.32892268896246374), np.float64(-0.19029894715766407), np.float64(-0.3611268451655242)]","[ 2.99153723 -2.6760135   2.06895083 -2.32988978 -2.12453304  0.17313265
 -2.30007744  3.53180765  0.60187366 -2.5464554  -3.41904164  1.52393725
 -1.57331272  1.58516038 -1.35571514  1.57698131  1.50136613  1.51054211
  1.57722195 -1.55061755  1.58286673  1.55563881  1.57713865  1.56025584
 -1.79999485 -2.71000769 -0.46920315 -1.72814784  0.78566836 -1.83481642
  1.90773984  1.68912551  1.68565882  1.69925286  1.78410575  1.4918588
  1.49549118 -4.74423     1.59758547  1.58769349  1.58754247  1.59209142
  1.59329703 -1.60197706  1.57922404 -1.56756415 -1.56002434 -4.74971204]",-2.1168482621969815
"[np.float64(-0.26239750246886706), np.float64(0.38243752712304463), np.float64(0.3905785158006117), np.float64(-0.2623481354940286), np.float64(-0.21124036444603028), np.float64(-0.6311397741177298), np.float64(-0.037471713786649284), np.float64(0.4839083053281799), np.float64(0.10365259025266874), np.float64(0.15665257154561993), np.float64(0.19473858493552235), np.float64(0.3668096917145667), np.float64(-0.1453471690741671), np.float64(-0.4591101386163454), np.float64(-0.22803695733092116), np.float64(0.1393042085690075), np.float64(-0.07746495695589241), np.float64(-0.21181682979621855), np.float64(0.22618557775810819), np.float64(-0.5697623807104613), np.float64(-0.18094162663389904), np.float64(0.571855903145672), np.float64(0.07740058212564387), np.float64(-0.23117531221334248), np.float64(0.3326596054540651), np.float64(0.2700454682660162), np.float64(-0.16262185807231), np.float64(0.00016435598538701708), np.float64(-0.26863520071901215), np.float64(-0.009118256004837495), np.float64(0.2829744287337453), np.float64(-0.34372505197426256), np.float64(-0.12345607477345923), np.float64(0.194306862684249), np.float64(-0.2129386643599212), np.float64(0.3447040489544655), np.float64(-0.11982409385191836), np.float64(0.024456891246003896), np.float64(-0.5171156743700209), np.float64(-0.3175777263628358), np.float64(0.20975612710652947), np.float64(0.21664391491593266), np.float64(-0.37665946330218786), np.float64(0.1432786262331713), np.float64(0.013994646266871429), np.float64(0.08020607545571613), np.float64(-0.389630272782147), np.float64(0.13584947794769928), np.float64(-0.3092116110247059), np.float64(0.3979354717166453), np.float64(-0.02735537708984015), np.float64(-0.00045350013750621374), np.float64(-0.0128409386977321), np.float64(-0.21783764405684022), np.float64(0.06660303232586173), np.float64(-0.012699999739257336), np.float64(0.09330972914854026), np.float64(-0.046322009582994435), np.float64(-0.6730626235990037), np.float64(-0.14664332202407707), np.float64(0.29290954170314454), np.float64(0.6024274286416748), np.float64(-0.02053784899552386), np.float64(-0.0727794389556417), np.float64(-0.13924595078714502), np.float64(-0.7240354538611846)]","[ 2.76293855  1.23338762 -0.47165849  1.75242466 -1.39344446 -0.22876939
  1.58346098  0.04758529 -1.58512863  2.39506953  2.30050433 -1.56921447
  1.5595197   1.54574834 -1.69336409  1.55087788  1.59982316 -1.58782331
  0.33492561  2.85044007  1.6480965  -1.48436578 -1.48288322 -4.73521131
 -0.57123504  1.54072207 -2.60645613 -0.89988453 -0.3930375  -0.75288741
 -2.44600768 -2.42120883 -1.32829844 -1.07212495  2.55821817 -1.63485287
  1.6413562  -1.62684326 -1.55648381 -4.63010522  1.44384163 -1.7080725
  1.72405442 -1.65161243  1.54515322  1.55279845  1.58123348  1.52483421]",-1.6212155331495524
"[np.float64(-0.0005908999333144593), np.float64(0.009862272993243002), np.float64(-0.11037999606159442), np.float64(0.00856171384172461), np.float64(-0.786100738486238), np.float64(-0.12091340312872512), np.float64(-0.3278171325674174), np.float64(0.15948481356929878), np.float64(-0.0458417840786766), np.float64(0.12982891198149377), np.float64(-0.10095883660375075), np.float64(-0.22171554284161343), np.float64(0.016738449361867285), np.float64(-0.6972731626372805), np.float64(0.7227150895302943), np.float64(0.37816499953902405), np.float64(0.33406778506965695), np.float64(0.31503979325684295), np.float64(-0.1681079083908621), np.float64(0.3110815325503712), np.float64(0.10189591710485096), np.float64(0.11834197471397805), np.float64(0.13375981616663066), np.float64(-0.028420012595449663), np.float64(0.13580857124886017), np.float64(0.10962316260559556), np.float64(-0.4983651358308298), np.float64(-0.017612720974497325), np.float64(-0.024042727308262367), np.float64(0.2300052000696389), np.float64(0.5534592431571695), np.float64(0.004194029347779157), np.float64(-0.3071596274551483), np.float64(0.11561441993640378), np.float64(0.1087630378480841), np.float64(0.0668308770209868), np.float64(-0.016523203425897855), np.float64(0.37704381311281765), np.float64(0.15197530498448547), np.float64(0.185897130429275), np.float64(-0.2643785580156165), np.float64(0.2922566675366668), np.float64(-0.3767480963224293), np.float64(0.41989889304013855), np.float64(-0.0863999611193083), np.float64(-0.02954320124483886), np.float64(0.0970952734688079), np.float64(-0.09575855432170242), np.float64(0.10834474120425223), np.float64(0.5940592700637618), np.float64(0.31145364506098816), np.float64(0.037033318829009676), np.float64(0.06940187653723984), np.float64(-0.18637883523498605), np.float64(-0.09513980028367591), np.float64(-0.030186307138807964), np.float64(0.23162138121001644), np.float64(-0.15998292431936278), np.float64(-0.03455773969596722), np.float64(-0.15024622223444764), np.float64(0.18362099787370958), np.float64(-0.1946290658956213), np.float64(-0.05078466022853204), np.float64(0.35769227869209047), np.float64(-0.19209642758733086), np.float64(-0.10527975996266843)]","[ 2.20988169e-03  3.14039915e+00  1.36725170e-03  8.09269271e-04
  1.28010556e-03  3.14052747e+00 -1.59875839e-03  3.14260237e+00
 -8.81728561e-04 -3.13635120e+00 -3.15447319e+00 -6.27963981e+00
  4.60587983e+00 -1.60675706e+00 -1.60478406e+00 -1.91948574e+00
 -2.23221039e+00 -2.99854826e+00 -3.22621094e+00 -8.34041238e-02
  3.38161594e+00  4.39964848e-01 -1.51833168e+00  1.57223889e+00
  1.57440114e+00 -1.57244009e+00 -1.56917336e+00 -1.57246799e+00
  1.57331111e+00  1.57049325e+00  4.69249422e+00  1.57428383e+00
  1.20519156e+00 -1.74142227e+00 -1.56621382e+00 -1.57143745e+00
  1.60887371e+00 -1.56983825e+00  1.40699323e+00 -1.02959227e+00
  3.12319542e+00 -3.07044173e+00  2.88828386e-02 -3.51145605e+00
  2.93957620e+00 -1.57826297e+00  1.56556881e+00 -1.57167914e+00]",-2.0897404753795854
"[np.float64(0.5058540433581541), np.float64(-0.20809077001129636), np.float64(-0.25601705445672596), np.float64(-0.12238652977813899), np.float64(-0.3333104040850285), np.float64(0.04417243019170362), np.float64(-0.020723405906148493), np.float64(0.2752181949888634), np.float64(0.2278368829819439), np.float64(0.027401394714952215), np.float64(0.13173059851579758), np.float64(0.1799099229522346), np.float64(-0.5699513886500603), np.float64(-0.02778845425492702), np.float64(-0.25467421684595076), np.float64(0.6350705083633682), np.float64(-0.3029100970697465), np.float64(-0.20734375326827525), np.float64(0.13282934606414523), np.float64(0.07916083896943474), np.float64(0.10282220891668886), np.float64(-0.4049888348101412), np.float64(-0.31929985856582394), np.float64(-0.04824911897816603), np.float64(0.253950397039), np.float64(-0.047535981404716876), np.float64(0.4013248886674249), np.float64(0.3826476798082351), np.float64(0.0953305270810997), np.float64(-0.05862582690468132), np.float64(-0.34517357580978203), np.float64(0.1772022106212077), np.float64(0.9378567061563322), np.float64(-0.028505468843861147), np.float64(0.44487208928293426), np.float64(0.03872006978952878), np.float64(-0.41978903001615), np.float64(-0.022668516413238308), np.float64(0.06482595661407568), np.float64(0.14672562285518645), np.float64(0.6002915771584137), np.float64(0.1372107416773104), np.float64(-0.04016558038222043), np.float64(0.047574043397056925), np.float64(0.30959872875729494), np.float64(0.07972834828358505), np.float64(0.3070013541930056), np.float64(0.3041451817202831), np.float64(-0.1849727056147889), np.float64(-0.009810478614351418), np.float64(0.1950060837602145), np.float64(0.146034706129416), np.float64(-0.37167038105949896), np.float64(0.15844571686513287), np.float64(0.10002900009747778), np.float64(0.49038693366158564), np.float64(0.27718667865179336), np.float64(0.08754175333300566), np.float64(0.34886424621496726), np.float64(-0.08052473987866134), np.float64(0.24243653511812735), np.float64(-0.45621052519709343), np.float64(-0.1049982603104979), np.float64(0.29530000476846513), np.float64(0.07454220695603919), np.float64(0.07472532381442161)]","[ 1.47367831e-02 -2.06743610e-01  4.87723909e+00 -1.58837678e+00
 -1.78166420e+00  1.59120456e+00 -1.21527381e+00 -1.67702494e+00
 -3.79846588e-01  7.88820508e-01 -1.73348905e-01 -2.93009196e-01
 -8.34201729e-01 -2.13842413e-01  1.72045472e+00 -1.57253624e+00
 -1.56995868e+00 -1.57163042e+00 -1.56672549e+00  1.52273266e+00
 -1.51309572e+00  1.58696409e+00 -1.58813065e+00 -1.56640737e+00
 -1.86072306e+00 -1.52673065e+00 -1.57207384e+00  1.58090569e+00
 -1.57056106e+00  1.61302783e+00  1.70834193e+00  1.99229742e+00
  6.34621599e-01 -1.23529440e-01 -2.91899485e-01 -1.57835620e+00
 -3.16983580e-03 -3.35580779e-02 -2.92177568e+00 -3.33614908e+00
  2.56233921e-01  2.88508051e+00  2.05998432e+00 -1.08179766e+00
  3.33284793e-01  3.52177273e+00 -3.28913568e+00  2.94007978e+00]",-1.4744873813160666
"[np.float64(-0.18708839462863172), np.float64(0.10584194653861005), np.float64(-0.1363047615574311), np.float64(0.23243236023666092), np.float64(-0.13569076011360803), np.float64(0.3737701167602057), np.float64(0.3828020709047558), np.float64(-0.24724818026595377), np.float64(0.09998163082028594), np.float64(0.10902198248632095), np.float64(-0.4860597242486727), np.float64(-0.46155448629461615), np.float64(0.2463232050384464), np.float64(0.25192729325916935), np.float64(-0.09336560674211065), np.float64(-0.43532596837723236), np.float64(0.3347996620074314), np.float64(0.20847468849589829), np.float64(-0.4346000347112203), np.float64(0.45587478408686644), np.float64(-0.05143083261102542), np.float64(0.527271972175208), np.float64(-0.16405496757586255), np.float64(-0.04891051705282428), np.float64(0.01263021678458842), np.float64(0.14082702100385439), np.float64(0.24476194928770462), np.float64(0.4020388467919343), np.float64(-0.03565447012395284), np.float64(-0.5533411741982713), np.float64(0.3759249820328134), np.float64(-0.15390458687234815), np.float64(-0.19119911023035252), np.float64(0.039787750250800724), np.float64(-0.18850095359403396), np.float64(-0.0644874277330564), np.float64(-0.08108138439819479), np.float64(-0.13940659410903722), np.float64(0.13818497664564658), np.float64(0.21364709884361227), np.float64(0.4207574098715944), np.float64(0.0018959908242791054), np.float64(-0.23479848735912162), np.float64(-0.14180690515282116), np.float64(0.42298937287075594), np.float64(-0.23937300996052535), np.float64(0.17078421282113326), np.float64(0.3144754752683013), np.float64(-0.331670169033233), np.float64(0.22743252854901722), np.float64(-0.1371161034037285), np.float64(0.022015622397126153), np.float64(0.3308646849155055), np.float64(-0.4845330942406871), np.float64(0.0434535828540326), np.float64(-0.4891522889839921), np.float64(-0.32753796748600134), np.float64(-0.27588993999644007), np.float64(0.18804360025542555), np.float64(0.15327188454079274), np.float64(-0.2344933388797126), np.float64(0.011672114586857503), np.float64(-0.13738884138608642), np.float64(-0.35703512519057007), np.float64(-0.33939032949658404), np.float64(0.23472430830442145)]","[ 3.02657523 -1.60719499  0.00937768 -1.65852933 -3.14387553  1.59995443
  0.0056754   1.85975414 -0.00538401  1.56857676  0.06486702 -1.51237919
 -1.57587462 -3.66254122 -0.51967345  0.16491598  3.31436254  3.12648735
  3.13376166  0.00502661  0.006184    1.56732934 -1.57007302  1.57090866
  0.01803771 -1.129345    1.96404783 -3.09964453  1.46927172 -0.10526856
  1.64155258  3.12957063  1.75692564 -0.46132044 -4.08175899  0.01470007
 -1.57302107 -1.23792989 -2.91362517  0.12614797 -0.16381947  3.12094318
 -3.25253486 -0.24820373 -2.24034206 -1.29735942  1.58119842 -1.56024628]",-1.5388014948603086
"[np.float64(-0.1766296843577453), np.float64(-0.3380764614347972), np.float64(0.04661705033304763), np.float64(-0.014527915021066387), np.float64(0.5886504793800258), np.float64(0.0850979948883829), np.float64(0.5155875991741441), np.float64(0.2958530053601346), np.float64(0.005773482695147067), np.float64(-0.5748027144812023), np.float64(-0.19595378798455126), np.float64(0.03142958684020517), np.float64(0.258498707570708), np.float64(0.0934912130732381), np.float64(-0.31890606706261004), np.float64(0.04226179917189386), np.float64(-0.11560285711216872), np.float64(0.04899538729827319), np.float64(0.26465575717125467), np.float64(0.14564782258364276), np.float64(0.5079081219750412), np.float64(-0.242164261877356), np.float64(0.3195411660355732), np.float64(0.198353425567135), np.float64(0.28868822559233304), np.float64(-0.004263055204024774), np.float64(0.17241047476201846), np.float64(-0.23048788007953383), np.float64(0.15939906502226148), np.float64(0.46498003705838437), np.float64(0.04227152503724096), np.float64(-0.0605892221333143), np.float64(0.21322243670405203), np.float64(-0.29087130889831064), np.float64(0.19228446285742742), np.float64(0.1834078404210811), np.float64(-0.2969626673401433), np.float64(0.26282899729509895), np.float64(-0.39947067416371834), np.float64(0.047105127002946605), np.float64(-0.06851335841696847), np.float64(0.1447193089783516), np.float64(-0.100569535054631), np.float64(0.19858339243208906), np.float64(0.6026920213957758), np.float64(-0.16779133117029144), np.float64(-0.4513696814203363), np.float64(-0.28727075804818014), np.float64(-0.16533813501112635), np.float64(0.0610287990678374), np.float64(0.05162301926734107), np.float64(0.33915019294891874), np.float64(0.3367208569196389), np.float64(-0.14464848549841863), np.float64(0.10107227607147926), np.float64(0.14294882864843983), np.float64(0.3070740251479563), np.float64(-0.2159926155795189), np.float64(-0.22816605329972905), np.float64(-0.21982738740579266), np.float64(0.25915484567544406), np.float64(0.1893096295132933), np.float64(0.22470511524033243), np.float64(-0.8665717601808225), np.float64(-0.23891558854758077), np.float64(0.07864430028062838)]","[ 2.35741836  0.02421234  4.723445    4.28368404  5.34451335  0.7997836
  0.06348178  3.22397346 -2.19440748 -4.76203673  0.02032896 -1.62029825
  2.33688884  2.93315982 -1.56183646  1.55265539  1.57404628 -1.57323436
 -4.71213906  1.56500582 -1.58686365 -0.31123218  0.30848067  1.58851524
 -3.09999632 -1.5855135  -1.57888513 -1.57179996  1.57669053 -1.57392334
 -4.72509938 -1.57683599 -1.50122173  2.59985648 -1.49349265  1.96135177
  0.03063558 -0.8751413   1.27486909  4.57480757  1.58747176  1.56240998
 -1.56208433  1.46526824 -0.01139547  3.18053731  3.36643838 -1.94595101]",-1.7942567061027148
"[np.float64(0.2581145907456948), np.float64(0.09663614990721606), np.float64(0.1033237195790076), np.float64(0.3863524899784612), np.float64(0.008891752321755493), np.float64(-0.018475835022967377), np.float64(0.014007560256543483), np.float64(0.2177968060892365), np.float64(-0.1365228419828478), np.float64(0.608908560541223), np.float64(-0.19339853063215146), np.float64(-0.04635744142140248), np.float64(0.22169479001582804), np.float64(-0.05672415467631023), np.float64(-0.21535411619192094), np.float64(0.5057823869174963), np.float64(0.031515506325711824), np.float64(0.5031377620350009), np.float64(0.25024023496115905), np.float64(-0.11028169917361999), np.float64(-0.22329952879822304), np.float64(0.10574861644445538), np.float64(0.10463812015901236), np.float64(0.18022478904764996), np.float64(0.2316734318687728), np.float64(-0.11523971585581651), np.float64(0.11003596327388349), np.float64(0.3097324462807914), np.float64(-0.18810974273965705), np.float64(-0.27216819677599247), np.float64(0.08340134188259983), np.float64(0.14475592685334343), np.float64(-0.021258181902125726), np.float64(0.3296119457423486), np.float64(-0.23601518054248477), np.float64(-0.1462520014963406), np.float64(0.006416728839398403), np.float64(-0.02608371408764498), np.float64(0.10965777120995598), np.float64(-0.5813318022191516), np.float64(0.19273031773898644), np.float64(0.34850980502296064), np.float64(0.8005583507025333), np.float64(-0.13760983908952923), np.float64(-0.23953723710761723), np.float64(0.1872532902419877), np.float64(-0.17732517877438192), np.float64(0.5105803869041208), np.float64(0.09264932014017097), np.float64(0.0319827901830251), np.float64(0.1360211061181371), np.float64(-0.3082034417600832), np.float64(0.13322394174038032), np.float64(-0.23775654212346672), np.float64(-0.16202886752056397), np.float64(-0.3469964403718995), np.float64(-0.42904371583222073), np.float64(-0.054487639993878456), np.float64(0.003996535281547155), np.float64(-0.2552251486266033), np.float64(-0.12174980904918911), np.float64(-0.07603743603642263), np.float64(-0.38307832598610814), np.float64(-0.5754100829947163), np.float64(-0.42089108746626186), np.float64(0.00017886287913424303)]","[-3.19700939e-01 -1.57073200e+00  1.57080037e+00 -1.81257649e+00
  1.64671062e+00 -1.48890120e+00  1.52513654e+00 -1.52364616e+00
  1.27928921e+00 -1.56991252e+00 -1.49648100e+00  1.57413121e+00
 -2.75253441e-03 -1.57061925e+00 -1.57078505e+00  1.57080386e+00
 -4.71242931e+00  1.57465404e+00 -1.54769978e+00  1.59492688e+00
 -1.48960560e+00  5.87856557e-03  1.58393306e+00  2.17192917e-02
  1.57080060e+00 -1.57078939e+00  1.57102820e+00  1.57075974e+00
  4.71221139e+00 -1.56870361e+00 -1.57075492e+00  1.58073039e+00
 -1.57048328e+00 -2.00935901e-01 -1.05026828e-01  1.55945669e+00
 -5.30037161e-05  3.26975706e+00 -3.15280146e-01  1.57645721e-01
 -2.07725232e-01  9.88018227e-02 -3.02763958e+00 -3.26224054e+00
 -3.45502483e+00 -4.71769692e-02 -1.59713328e+00 -4.82989114e+00]",-1.467408399892065
"[np.float64(0.4207293893672346), np.float64(0.2948827991805724), np.float64(-0.5002164165226626), np.float64(-0.5630090233804401), np.float64(-0.07923232474788537), np.float64(0.24211883239815468), np.float64(0.4631967360565277), np.float64(0.007323846746181776), np.float64(-0.29074594278005156), np.float64(-0.13294928357630764), np.float64(-0.08636740279754897), np.float64(-0.1282231736807828), np.float64(0.16896213115210892), np.float64(-0.04622899129739356), np.float64(-0.011679948817634034), np.float64(-0.04880991031218827), np.float64(-0.2252734988327557), np.float64(0.2699203152172173), np.float64(-0.19849190753828172), np.float64(0.2890359583339501), np.float64(0.24882527900576457), np.float64(0.18892735743057068), np.float64(0.09195769465293424), np.float64(-0.6288223577917087), np.float64(-0.19687158680374284), np.float64(0.12040165185316444), np.float64(0.036354782254883394), np.float64(-0.12522288788221614), np.float64(-0.16913436550223127), np.float64(0.06051797687538332), np.float64(0.3088842232936363), np.float64(0.1121043493838879), np.float64(-0.04726363270776793), np.float64(-0.10358156257852401), np.float64(0.12381486159645687), np.float64(-0.4611478071369333), np.float64(0.48539574399700214), np.float64(-0.20789297505930002), np.float64(-0.07988376310468923), np.float64(-0.05136296927787546), np.float64(-0.23190382043578311), np.float64(0.023374856863248986), np.float64(0.16828758189542695), np.float64(0.08861416895062953), np.float64(0.21870527558262284), np.float64(0.07567697382732967), np.float64(-0.1146887201664675), np.float64(-0.1348322220842877), np.float64(-0.30748445495615423), np.float64(0.1537418782103171), np.float64(-0.09013945568470838), np.float64(-0.04004769840476077), np.float64(0.15164917134838515), np.float64(-0.30344882654714167), np.float64(0.19740414904384762), np.float64(-0.1933984570396751), np.float64(-0.07809890077863774), np.float64(-0.37841525370104867), np.float64(0.1414708671487674), np.float64(0.3117159840337625), np.float64(-0.1325141813128333), np.float64(-0.13111900523483597), np.float64(-0.23725860236618984), np.float64(0.2031676716322015), np.float64(0.45266984449205694), np.float64(-0.5410688535684964)]","[ 1.58282952e+00 -5.56150310e-05 -4.71236967e+00  1.80235217e+00
 -3.06195502e-01  1.48686367e+00  5.53719602e-01  1.51057068e+00
  9.24167446e-02 -1.57611386e+00  3.24544460e-02 -4.71233021e+00
  1.70108492e-01 -2.96080836e+00 -1.57487595e+00 -1.56538065e+00
 -1.56400321e+00  1.60301554e+00  1.60925778e+00  1.63248281e+00
 -1.63382601e+00 -7.17121493e-01  3.89170344e+00 -1.57084731e+00
 -2.74727546e-03 -1.57053469e+00 -1.53869905e+00 -2.93696836e+00
 -1.37671572e+00 -2.50774738e+00 -1.36964599e+00 -1.84133672e-01
  1.17710848e+00  4.36724134e-01  9.38343484e-01 -2.32100261e+00
 -3.04253370e-03 -3.40974127e-01 -2.43754899e-01 -3.14034606e+00
  2.34986171e-02 -3.20575267e+00  5.14800207e-02  2.30332123e-01
  5.12874892e-01  1.17354318e+00 -1.50835238e+00  1.16140266e+00]",-1.1413031391875847
"[np.float64(-0.2744551156693471), np.float64(-0.14328040698081979), np.float64(0.21683779938868075), np.float64(-0.01680729572277732), np.float64(-0.11054983597071844), np.float64(-0.598060786832277), np.float64(0.3748258593055579), np.float64(-0.38931823333081006), np.float64(-0.15226420664933757), np.float64(0.011176629769113601), np.float64(0.17757198753184814), np.float64(0.1721396895820426), np.float64(0.37637227601933476), np.float64(-0.02947826251441177), np.float64(-0.09424932371061183), np.float64(-0.15912585321271475), np.float64(-0.28302395737391306), np.float64(0.18076094747279534), np.float64(0.559928762490159), np.float64(-0.2167604211546507), np.float64(0.6846235903362087), np.float64(0.00836034438662636), np.float64(0.12881014743947833), np.float64(0.4978812071372435), np.float64(0.16571165377416816), np.float64(0.3515954106691004), np.float64(-0.13501357866231714), np.float64(-0.1043749710668555), np.float64(0.29071547869608555), np.float64(-0.00034673656340788203), np.float64(0.38766488460421455), np.float64(-0.34520659918075786), np.float64(-0.32184722893447826), np.float64(-0.11588185885647619), np.float64(-0.14062287645528848), np.float64(0.07714819796178703), np.float64(0.09043141538901979), np.float64(-0.3732888298208832), np.float64(0.1734466213930719), np.float64(0.3990121543080435), np.float64(-0.40455154846386787), np.float64(0.05241183663017785), np.float64(-0.11958201010571506), np.float64(-0.11812590251499822), np.float64(-0.19534044724844768), np.float64(0.00541307279468722), np.float64(0.8222656033393901), np.float64(0.46134079010680595), np.float64(0.2593271654795518), np.float64(-0.0614576791094932), np.float64(0.5148207665010727), np.float64(-0.03458418114605931), np.float64(0.2762913942654414), np.float64(0.18952355184573919), np.float64(-0.05562247929708801), np.float64(-0.23156223621294672), np.float64(-0.08462600628154555), np.float64(0.06443582582079807), np.float64(-0.1607254157791573), np.float64(-0.319608721938457), np.float64(-0.048872414156884605), np.float64(-0.01838304145370065), np.float64(-0.13856409670884157), np.float64(0.5559617431845322), np.float64(-0.4422547240027444), np.float64(0.2811255691573697)]","[ 2.46391451 -4.57035025 -4.62379833 -0.93770456 -2.03362924 -0.75147429
 -0.63518663  2.59024891  1.09691975  0.53587137  3.33459713 -1.83019335
  4.53370995 -0.55157548 -1.13559164  1.30112959  1.66092102 -1.53146343
  1.55686987 -1.57715568  1.56969782  1.57133025  1.57087431 -1.57017435
  1.78096486 -1.44660937 -1.62549321 -1.52073575  1.46959456 -1.43639205
 -1.77308788 -1.55438345 -1.53857947  1.50014933 -1.64752616 -4.72436449
 -1.58825489 -1.54402034 -1.60198012 -1.60796362  1.6020192   1.5950016
 -1.55341163 -1.57762558 -4.66524353 -1.58196926 -1.56504908  4.69877348]",-2.385469236660356
