noisy,xgb_near,xgb_full,ridge_near,ridge_full
-7.770840756377766,-10.41069271300146,-11.570169249898218,-14.249480358294221,-14.859689541356394
-6.697262701077395,-8.681370430274612,-9.357048419528889,-11.643120068699872,-11.854388780144127
-6.821077991965747,-9.14608575267094,-10.078381168694921,-12.122979449749767,-13.068425443643545
-5.253923149161318,-8.937783324005412,-9.423650768695955,-9.54019478550386,-10.466042206299738
-6.193530048217248,-10.229175990255616,-12.48758932933402,-11.769154791416572,-13.138904286548051
-7.02060242124297,-9.335965171742714,-8.393829367046902,-12.346889667683067,-12.808121004104258
-7.309182021689395,-10.644370667242306,-9.736868449337504,-13.532063013689598,-14.445602922631153
-6.8666274717816,-9.69818087836472,-10.099709753522813,-12.49675518275653,-14.4752385577497
-6.176474421913822,-9.522688969511808,-9.379081168675683,-10.90493313960201,-12.082391351476414
-5.967958050398152,-9.298166487442318,-10.607340191661823,-11.087088254088314,-11.006436837021829
